	TCGA-CU-A0YN-11A-11R-A10U-07	TCGA-BT-A20N-11A-11R-A14Y-07	TCGA-CU-A0YR-11A-13R-A10U-07	TCGA-K4-A3WV-11A-21R-A22U-07	TCGA-GD-A2C5-11A-11R-A180-07	TCGA-GD-A3OP-11A-11R-A220-07	TCGA-BT-A20U-11A-11R-A14Y-07	TCGA-GC-A3WC-11A-11R-A22U-07	TCGA-BL-A13J-11A-13R-A10U-07	TCGA-BT-A2LB-11A-11R-A18C-07	TCGA-K4-A5RI-11A-11R-A28M-07	TCGA-BT-A20R-11A-11R-A16R-07	TCGA-K4-A54R-11A-11R-A26T-07	TCGA-BT-A20W-11A-11R-A14Y-07	TCGA-BT-A20Q-11A-11R-A14Y-07	TCGA-GC-A3BM-11A-11R-A22U-07	TCGA-GD-A3OQ-11A-21R-A220-07
1012	246.28	111.21	339.14	31.9	98.73	114.36	47.17	146.03	214.27	258.57	103.69	113.56	164.42	353.59	114.36	191.67	97.36
1013	1.73	0	0	0	0.74	0.67	1.19	0.4	0	0.41	1.41	0	0.36	1.81	0.44	0	0
1014	0.44	0	0	0	0	0	36.01	0	0	17.25	0	1.31	0	0	0.88	0	0.38
1015	47.84	14.03	9.7	2.39	6.62	22.92	5.19	18.84	25.17	7.4	7.06	17.38	4.58	23.59	15.68	2.39	10.24
1016	0.45	0	2.84	1.03	0	5.96	1.99	1.99	0	0.42	2.12	0.88	9.34	0.74	0	3.14	1.11
1017	1350.18	733.19	543.96	457.25	764.36	409.15	327.56	460.44	412	454.09	507.46	1208.34	884.29	934.76	334.46	647.07	587.13
1018	42.41	18.29	46.5	318.57	111.21	163.28	82.29	107.38	28.45	90.14	150.17	30.78	312	55.1	34.02	262.2	189.02
1019	3146.52	2758.13	3303	3639.7	3280.18	2303.12	2061.24	2627.46	2816.11	2047	3564.78	2287.2	1457.23	4639.29	2520.38	3372.43	2935.74
1020	244.57	128.79	218.79	291.04	356.05	287.01	303.44	224.97	157.68	226.54	239.52	106.63	128.79	332.14	180.02	194.36	253.23
1021	125.24	236.21	112.77	44.57	73.54	104.42	55.49	74.58	133.36	83.45	59.13	159.9	59.55	136.19	149.12	111.99	101.54
1022	287.01	341.51	381.68	563.18	525.39	518.15	954.43	432.53	327.56	967.76	493.56	226.54	595.34	521.76	332.14	490.14	500.46
1024	507.46	738.29	307.69	211.31	376.41	283.05	267.73	486.75	571.05	181.28	198.47	665.29	256.78	271.48	603.67	273.37	346.29
1025	954.43	934.76	1135.2	1487.87	961.07	1191.69	1088.92	1427.22	1023	1340.84	1605.83	723.08	1781.89	1015.93	813.63	1340.84	1127.35
1026	2240.11	10225.32	6792.79	4268.94	7081.29	12160.22	2701.35	5555.65	3103.19	10512.82	6652.97	47642.77	22535.88	6381.92	1304.15	31432.17	9808.75
1027	836.53	629.35	1268.46	607.87	878.17	616.37	403.5	1001.93	1059.11	518.15	896.64	287.01	287.01	813.63	728.11	463.65	616.37
1028	796.86	718.08	1259.69	454.09	1561.89	1001.93	368.65	1662.49	1277.29	708.18	1806.78	1096.5	1286.18	1883.54	819.3	1313.23	551.56
1029	59.13	29.48	30.12	16.88	88.26	414.87	18.56	52.45	18.84	175.07	136.19	19.11	77.79	299.25	35	301.33	56.28
1030	177.53	205.5	100.13	100.83	139.07	967.76	8.19	295.11	96.01	1685.71	81.71	90.77	651.58	248	164.42	387.02	438.59
1031	1819.35	384.34	825	277.2	269.6	155.5	387.02	616.37	607.87	182.55	299.25	226.54	48.52	309.83	624.99	194.36	231.32
1032	1199.98	285.03	327.56	108.14	567.1	244.57	381.68	309.83	271.48	289.02	476.71	397.93	138.1	325.29	241.19	251.48	169.07
1033	1159.07	80.57	125.24	15.68	206.94	63.89	460.44	84.63	58.3	299.25	228.13	103.69	30.56	507.46	41.22	60.82	65.72
1036	147.06	95.34	229.72	82.87	53.95	49.21	10.96	231.32	420.68	57.49	71.5	147.06	58.71	159.9	131.51	80.01	98.04
1038	34.51	23.59	37.59	4.1	5.92	7.69	3.59	18.43	15	8.65	6.36	8.71	5.96	10.96	12.64	17.51	18.16
1039	748.61	1870.53	651.58	915.51	624.99	309.83	181.28	1073.91	808	299.25	866.07	1709.26	928.3	791.35	753.83	890.44	791.35
1040	12.18	8.32	51.35	323.03	392.44	348.71	503.95	77.79	6.46	563.18	75.11	4.35	341.51	206.94	7.88	223.41	287.01
1041	0	0	0	0	0.75	0	155.5	0	5.15	2.46	0	0	1.75	0	0	0	0
1043	656.11	1594.73	3280.18	591.22	4769.75	1407.55	2816.11	4802.93	368.65	3515.68	9279.58	297.17	674.59	4066.71	299.25	1322.37	1250.98
1044	2.18	0.89	2.84	0.35	0.74	1.01	1.99	5.5	2.16	1.66	2.12	0.44	0.37	1.83	0.89	0.4	2.2
1045	0.45	0	0.42	0	5.5	7.34	0.41	3.96	0	0	1.79	0	4.54	31.22	0.89	0	1.11
1047	134.3	11.47	8.58	5.82	103.69	1.04	4.43	9.13	8.25	4.17	7.11	34.26	3.2	37.05	3.56	25.72	23.08
1048	0	0.48	0.87	13.32	6935.54	1008.9	5954.47	1111.82	0	7032.37	332.14	0.48	2.18	97.36	0	72.52	3.76
1050	2.25	2.71	2.1	46.5	72.01	10.79	43.02	4.43	2.66	20.26	21.63	2.25	23.25	22.1	2.71	18.97	18.43
1051	583.07	2682.69	1561.89	775.05	2875.3	1936.53	1359.57	1721.16	1639.59	1936.53	4066.71	3325.99	4358.66	3190.46	420.68	2351.53	759.08
1052	961.07	4903.87	1936.53	1159.07	3564.78	1175.27	1268.46	1427.22	2090.03	2090.03	5183.54	13033.07	3419.52	2645.74	607.87	1844.76	785.88
1053	2.61	0.88	0.82	0	3.29	1.33	3.14	0.79	0	2.05	10.39	0.44	1.73	0.73	0	0.79	1.83
1054	332.14	473.41	353.59	435.55	463.65	379.04	624.99	406.31	379.04	656.11	420.68	595.34	718.08	543.96	336.79	507.46	366.09
1056	11.55	1.39	16.51	193.01	37.85	842.36	269.6	18.03	9.7	150.17	29.27	0.95	49.91	162.14	9.41	58.71	180.02
1058	215.77	26.67	35	1.38	105.89	15	185.11	18.43	3.47	62.12	35	7	1.77	149.12	7.88	17.9	9.13
1059	2303.12	1662.49	1561.89	1378.57	1340.84	1388.16	1304.15	1447.15	1709.26	1081.39	1508.65	1628.26	981.29	1135.2	2148.82	1096.5	1313.23
1060	133.36	161.02	157.68	181.28	170.25	194.36	169.07	223.41	161.02	165.57	181.28	123.5	120.1	162.14	115.16	246.28	206.94
1062	99.43	11.47	11.73	6.11	54.33	8.06	102.97	15.34	24.81	38.95	16.88	19.97	2.84	70.01	9.63	19.53	20.11
1063	1119.56	24.63	32.82	15.56	334.46	40.64	483.38	54.33	15.56	241.19	74.06	15.34	1.79	723.08	16.63	96.01	56.28
1066	6516.03	3716.2	5954.47	2485.67	1561.89	1119.56	56657.31	4769.75	5041.77	1781.89	6037.61	3564.78	1487.87	2018.8	1883.54	2645.74	1936.53
1068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1069	2193.99	1769.57	1870.53	1639.59	1225.22	1023	1242.34	1781.89	2434.5	1051.79	1159.07	1909.85	703.28	1519.15	2047	1088.92	1304.15
1070	555.41	503.95	660.68	1088.92	764.36	753.83	723.08	693.58	620.67	708.18	647.07	358.54	447.82	902.89	387.02	921.88	1001.93
1071	15.68	21.01	27.64	4.74	15.34	6.67	23.25	58.71	24.28	43.32	65.72	11.73	6.31	39.22	2.66	10.55	10.24
1072	23986.58	17927.91	21768.19	23820.89	19754.96	21320.18	21919.61	18560.17	15607.02	26614.89	28328.16	20170.07	22225.61	29943.43	17437.64	21919.61	18819.27
1073	8078.22	8778.97	4239.45	547.75	334.46	518.15	866.07	4736.79	6792.79	376.41	1143.1	8840.04	373.81	1628.26	11345.82	896.64	1844.76
1075	2075.59	1794.29	1769.57	2997.45	2816.11	2255.7	4328.55	1477.58	1233.75	1781.89	6652.97	1407.55	2163.77	3540.14	603.67	2664.15	2061.24
1080	2.2	0.46	0.83	1.71	8.45	5.68	12.27	18.84	4.78	0.84	0.73	0.89	1.43	8.06	0	0	0.39
1081	0	0	3.66	0	62.56	10.96	0	0	0	9.41	4.24	0	11.47	5.11	0	7.06	0
1082	0	0	1.62	5.02	9.78	0	0	5.5	0	0	0	0	0	0	0	26.1	5.45
1084	1.33	13.52	0	3.06	9.13	8	10.31	4.35	12	21.63	37.85	4.82	4.54	6.94	6.57	6.67	10.24
1087	0	0	1.27	20.26	125.24	7032.37	836.53	5255.91	0	3039.3	406.31	0.47	1.1	5.92	0	15.34	2.25
1088	0	0	0.8	0	0.37	0.34	0	0	0.43	0.41	0	0	0	0	0	0	0
1089	4.43	23.25	3.69	2.07	5.54	12.74	7.22	5.19	9.13	42.11	47.5	5.28	6.67	11.38	5.32	3.56	5.92
1101	1.35	0	23.93	20.71	4.46	17.13	5.63	7.57	3.06	9.93	8.92	0.91	23.42	5.54	0	9.48	19.11
1102	389.72	320.8	343.89	323.03	236.21	236.21	209.84	329.84	327.56	167.9	241.19	253.23	211.31	327.56	325.29	363.56	371.22
1103	0	0	0	0	0.73	0	0	0	0	0	0	0	0	0	0	0	0.37
1104	571.05	138.1	303.44	1066.48	775.05	679.29	693.58	406.31	201.25	480.04	497	145.02	612.11	830.75	164.42	555.41	647.07
1105	279.14	743.43	454.09	287.01	301.33	291.04	353.59	438.59	327.56	607.87	447.82	1225.22	836.53	454.09	246.28	620.67	361.04
1106	406.31	563.18	432.53	583.07	348.71	403.5	271.48	525.39	521.76	503.95	346.29	759.08	1151.06	301.33	435.55	830.75	599.49
1107	2018.8	1119.56	1225.22	3928.15	1721.16	2075.59	1322.37	1857.6	1529.73	1359.57	1757.34	1639.59	2090.03	1832.01	825	2664.15	2758.13
1108	3257.52	2816.11	3794.3	3060.45	3124.78	3349.13	2627.46	3467.27	3124.78	2367.9	2701.35	2739.08	3146.52	3103.19	4038.61	3716.2	3124.78
1109	0	0	0	0	4.35	0	0	0	0	0	0.71	0	1.73	0	0	0.79	0.38
1111	256.78	61.25	87.03	69.03	190.34	53.95	141.02	94.01	60.39	139.07	97.36	37.05	19.68	334.46	62.56	73.54	81.14
1112	1733.13	1572.76	1233.75	400.71	629.35	366.09	368.65	1051.79	2384.37	376.41	486.75	1628.26	514.56	674.59	1896.65	612.11	830.75
1113	0.91	3.99	47.17	3.76	251.48	64.34	7.22	3.2	5.23	26.67	2.86	5.28	1.08	20.11	3.56	24.63	1.5
1114	4.43	5.77	73.54	151.22	99.43	4.74	1.62	14.24	0.89	4.58	7.82	5.73	8.78	27.64	1.79	5.54	3.69
1116	108.9	93.35	76.71	1.08	42.41	19.68	454.09	318.57	111.99	80.57	3103.19	65.72	10.71	2075.59	16.15	6.46	10.16
1117	44.25	69.03	181.28	22.43	101.54	55.49	120.94	785.88	31.9	77.25	1015.93	140.04	30.12	191.67	27.25	41.22	28.04
1118	7.46	0.47	11.38	26.47	8.85	0.37	45.85	0.83	16.75	16.75	57.89	1.79	9.41	19.25	0	4.74	2.97
1119	202.66	293.07	368.65	753.83	708.18	802.41	149.12	511	325.29	197.09	466.88	214.27	796.86	309.83	299.25	713.11	698.41
1120	392.44	429.54	728.11	1397.83	493.56	1111.82	896.64	1199.98	466.88	591.22	1119.56	327.56	1498.22	514.56	392.44	1286.18	1119.56
1121	237.86	217.27	223.41	197.09	193.01	158.79	128.79	190.34	224.97	133.36	172.65	260.38	221.86	212.78	190.34	236.21	226.54
1122	68.55	37.05	46.5	53.95	41.52	30.56	54.72	43.02	50.63	45.85	30.78	40.64	58.71	80.01	47.17	51.35	74.58
1123	258.57	87.65	255	169.07	185.11	100.83	55.49	151.22	63	116.78	262.2	90.14	178.77	483.38	135.24	521.76	480.04
1124	316.37	85.22	127.89	139.07	209.84	123.5	44.89	186.4	170.25	49.91	159.9	204.07	121.79	226.54	164.42	173.85	217.27
1128	0	0	0	1.01	1.1	0	2.36	0.79	0	0	0.36	0.44	0	1.1	0	5.06	5.06
1129	567.1	638.15	656.11	6.62	50.63	39.22	119.26	543.96	384.34	24.63	149.12	660.68	58.71	343.89	503.95	84.63	105.89
1130	155.5	218.79	267.73	156.59	144.01	283.05	164.42	241.19	260.38	239.52	291.04	256.78	389.72	265.87	202.66	318.57	287.01
1131	854.13	507.46	305.55	2.1	46.5	15.56	94.67	323.03	607.87	3.38	37.85	848.22	9.27	73.54	616.37	6.78	71
1132	0.89	2.2	2.03	4.06	4.39	5.63	1.6	0.8	0.88	0.42	1.77	2.18	4.54	2.92	0	1.97	4.03
1133	0	0.44	2.84	1.35	1.1	1	0.4	0.4	0.87	0.41	1.06	0.44	0	1.1	0.44	0	1.46
1134	1.73	0	5.19	0.68	2.56	0	0	0	0	0.83	2.12	0	0	4.7	0	0	2.18
1135	0	0	0	0	0.37	0	0.4	0	0	0.41	2.12	0	0	0	0	0.39	0
1136	1.77	24.81	7.69	6.11	16.75	18.29	15.45	13.83	4.78	16.75	20.71	30.34	5.28	17.51	31.22	2.39	8.78
1137	0	0.44	0.4	0	0.37	1.33	0.39	0.39	0	2.43	0.36	1.73	0	4.31	0	0	0.73
1138	121.79	36.01	19.53	52.08	199.85	26.67	60.39	43.32	64.8	55.1	68.55	85.82	48.52	151.22	75.64	58.71	84.04
1139	2.23	4.46	17.51	43.63	115.16	100.83	27.84	35.5	5.68	21.01	40.93	5.28	29.06	43.02	1.36	57.49	62.56
1140	228.13	119.26	166.73	205.5	135.24	136.19	152.28	167.9	143.01	52.45	144.01	46.18	43.94	161.02	214.27	67.12	141.02
1141	0.44	0.44	0.41	0.68	1.83	0.34	0.4	0.4	0	0.41	0	0.44	0.36	1.45	0	0.39	0.38
1142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1143	0.89	3.08	2.05	5.73	28.65	14.24	53.19	2.39	0.45	17.9	7.06	1.33	6.26	7.63	1.77	10.55	15.68
1144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1145	5.73	7.94	27.05	5.77	12.45	12	4.82	14.14	6.94	15.56	53.95	13.93	33.54	11.64	0.91	20.26	22.59
1146	0	0	0	0	0	1.66	0	1.17	0	0	1.06	0	0	0.73	0	0.78	0.37
1147	273.37	334.46	205.5	158.79	120.1	214.27	183.82	217.27	255	291.04	246.28	343.89	329.84	262.2	229.72	232.94	226.54
1149	3.14	88.26	47.17	1.07	52.82	36.53	325.29	29.06	146.03	529.06	63	65.72	151.22	2.63	180.02	39.22	41.52
1152	53230.77	40904.3	40341.14	10733.74	2645.74	4268.94	6840.04	33688.23	47642.77	2720.15	13968.57	36106.23	4802.93	7749.1	51775.15	4639.29	13215.02
1153	6207.38	8840.04	11745.96	14561.8	5441.3	8305.36	5913.33	12589.08	8840.04	5041.77	10808.41	9740.98	5672.41	6935.54	8778.97	12764.83	9279.58
1154	111.99	111.21	152.28	214.27	71.5	171.45	190.34	116.78	56.28	124.37	299.25	1477.58	98.04	194.36	69.03	136.19	253.23
1155	3690.52	2796.65	3280.18	2645.74	3564.78	2178.83	2303.12	3018.3	2855.44	1832.01	3146.52	2739.08	1628.26	2777.33	2976.74	2573.36	2417.67
1158	429.54	64.34	75.11	21.32	20.86	5.36	4.43	206.94	503.95	0.85	40.64	40.93	1.77	4.06	84.04	0	36.53
1159	0	0	34.75	444.72	915.51	902.89	2758.13	253.23	0	1883.54	232.94	4.86	420.68	571.05	0	305.55	120.94
1160	273.37	361.04	336.79	53.95	12	27.64	39.79	301.33	490.14	40.93	64.34	397.93	17.77	59.97	343.89	65.26	96.68
1161	146.03	129.69	136.19	95.34	77.79	87.03	92.05	106.63	98.73	105.15	98.73	114.36	60.39	156.59	115.97	49.56	105.15
1163	0	0	16.39	15.68	43.02	0	0	0	0	46.18	0	7.75	0	17.9	0	68.55	0
1164	2178.83	460.44	406.31	688.78	1225.22	616.37	1991	466.88	176.29	1583.71	860.08	409.15	426.57	2701.35	157.68	540.19	620.67
1173	9606.86	8901.53	10154.69	6164.49	7803.01	6381.92	7537.18	8191	10084.54	5791.62	7433.4	6887.62	7485.11	7331.05	10808.41	6164.49	6561.36
1174	674.59	511	842.36	2335.28	1745.2	1896.65	1216.75	1096.5	540.19	928.3	1175.27	417.77	1111.82	1794.29	633.73	1225.22	1819.35
1175	2485.67	2075.59	1896.65	1909.85	3257.52	2537.92	5006.93	2287.2	1662.49	4095	3614.55	1572.76	1250.98	3103.19	2148.82	1605.83	1605.83
1176	2255.7	2004.85	1923.14	1259.69	1477.58	988.12	2047	1733.13	2255.7	1487.87	1427.22	1870.53	988.12	1781.89	2573.36	1081.39	1457.23
1178	2.61	6.11	2.03	0	0	2.34	0	0	0	4.06	36.53	1.31	7.57	0	0	1.95	7.22
1179	0	0	0	0	0.38	0	0	0	0	0	0.71	0	0.71	0.73	0	0.79	0
1180	0	0.45	0.83	2.71	18.16	15.45	13.32	3.92	0.44	12.55	3.17	1.75	3.14	3.63	0.89	1.97	2.56
1181	28.65	20.86	40.36	71	53.95	34.51	43.94	71.5	32.13	42.11	42.71	32.36	82.29	47.5	30.78	91.41	67.59
1182	267.73	267.73	389.72	830.75	764.36	575.03	848.22	318.57	255	836.53	426.57	244.57	1572.76	642.59	241.19	1037.29	1225.22
1183	50.63	14.56	43.02	15.22	33.54	12.09	17.9	27.44	51.35	14.78	14.45	9.63	9.85	63	46.84	22.75	27.84
1184	51.35	45.21	27.64	11.55	26.47	30.56	52.82	24.46	36.53	60.39	20.86	23.08	20.26	32.82	34.51	28.65	36.53
1185	123.5	169.07	234.57	130.6	86.43	89.51	84.63	193.01	241.19	45.21	102.25	158.79	131.51	130.6	178.77	136.19	180.02
1186	599.49	698.41	647.07	595.34	688.78	543.96	567.1	638.15	813.63	289.02	708.18	514.56	536.45	647.07	688.78	703.28	656.11
1187	1.77	4.86	4.46	2.39	19.53	2.03	4.78	3.17	0.45	0.43	2.14	4.39	5.92	5.5	2.66	2.76	7.69
1188	7.4	4.82	8.45	3.06	4.39	5.96	7.51	7.46	0.44	1.66	7.69	1.75	0.37	3.66	0.89	2.36	4.39
1191	65990.84	90146.51	79022.82	16383	118949.35	14765.09	32092.64	115696.65	101420.22	13681.08	76861.91	76330.98	37121.34	31432.17	88905.42	31215.04	33455.53
1192	6471.02	5913.33	8778.97	10296.45	16727.26	11424.74	11345.82	9409.14	5672.41	14765.09	13586.57	6250.56	13123.73	10440.2	6337.83	12676.65	8840.04
1193	297.17	295.11	460.44	108.9	212.78	122.64	65.26	316.37	303.44	153.34	463.65	277.2	120.94	571.05	198.47	241.19	242.88
1195	591.22	2148.82	2032.85	2335.28	1487.87	2271.4	1508.65	2875.3	1594.73	2148.82	2451.44	1277.29	3419.52	1111.82	1051.79	3540.14	1950
1196	470.14	316.37	775.05	981.29	620.67	684.02	698.41	733.19	447.82	426.57	629.35	242.88	708.18	486.75	371.22	698.41	775.05
1198	854.13	947.83	1259.69	1674.06	1477.58	1378.57	1051.79	1561.89	1143.1	1008.9	1477.58	842.36	2148.82	1051.79	1001.93	1561.89	1508.65
1200	2271.4	1519.15	2004.85	902.89	1819.35	1104.13	896.64	1662.49	2434.5	1135.2	1674.06	1259.69	915.51	2537.92	1572.76	1322.37	1594.73
1201	620.67	521.76	785.88	1991	1447.15	1208.34	1037.29	915.51	733.19	616.37	961.07	392.44	921.88	1015.93	540.19	967.76	1127.35
1203	293.07	291.04	435.55	412	629.35	361.04	295.11	361.04	323.03	194.36	356.05	281.09	293.07	406.31	358.54	412	466.88
1207	1733.13	1540.37	1963.57	3589.58	3614.55	2758.13	3280.18	2133.97	1551.09	2335.28	2417.67	1397.83	2119.22	2451.44	1427.22	2796.65	2835.7
1208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1209	1487.87	1350.18	1477.58	1806.78	3146.52	1832.01	2351.53	1639.59	1498.22	1883.54	2075.59	1073.91	2061.24	2163.77	1378.57	1733.13	1617
1211	2895.31	2609.3	3901.01	5041.77	6037.61	4123.49	4671.57	3639.7	3257.52	4123.49	4972.34	2645.74	3124.78	4358.66	2664.15	4210.15	3491.39
1212	3081.75	4010.71	3146.52	1832.01	1709.26	3639.7	14561.8	2997.45	3665.02	15607.02	3372.43	3372.43	4388.98	2400.97	4769.75	2816.11	1806.78
1213	3768.09	3540.14	3564.78	2645.74	4123.49	3060.45	3349.13	3018.3	3395.89	2875.3	2816.11	3060.45	2502.97	3982.99	3639.7	2627.46	3146.52
1215	256.78	620.67	591.22	23.76	46.18	138.1	37.85	140.04	753.83	73.54	1151.06	967.76	3.92	264.03	511	19.39	46.5
1230	126.12	141.02	35.5	18.84	45.85	72.52	39.79	50.63	61.68	44.89	264.03	87.65	22.1	82.87	52.08	70.01	86.43
1232	2.18	2.63	1.22	0.68	2.2	0	1.2	1.58	1.73	1.23	10.47	0.88	1.41	11.21	0	1.19	4.74
1233	3.96	5.28	21.32	4.39	102.25	21.94	7.94	56.28	0.88	63	224.97	1.33	31.22	125.24	1.77	17.51	11.3
1234	9.63	21.63	34.51	42.41	93.35	83.45	36.79	68.55	2.63	52.45	106.63	9.2	43.02	161.02	2.23	81.71	82.87
1235	3.08	7.46	24.46	10.47	104.42	21.78	17.77	87.65	4.31	55.89	147.06	3.5	25.54	67.59	0.45	18.29	11.3
1236	24.28	41.22	94.67	40.93	314.17	150.17	77.25	376.41	2.68	490.14	1350.18	12	38.95	214.27	1.83	29.27	25.17
1237	0.88	0	3.23	0	9.41	4.98	2.76	4.31	0.87	4.06	16.27	0	2.43	61.25	0	1.57	3.29
1238	37.85	31	45.53	11.73	7.51	18.97	19.68	75.11	127	30.56	10.08	34.75	17	12.64	36.53	12.36	22.59
1240	149.12	102.97	155.5	17.9	39.5	49.21	16.51	85.82	152.28	47.17	137.14	62.12	20.86	120.94	146.03	24.63	68.07
1241	37.85	30.12	34.75	42.11	61.25	139.07	684.02	78.89	24.81	480.04	83.45	30.34	59.13	49.91	13.42	60.82	76.17
1244	10.55	4.46	21.94	2.43	5.59	6.06	13.12	30.34	8.71	2.94	13.52	11.82	6.73	7.4	10.55	10.24	7.75
1258	0	0	0.83	10.39	2.2	2.34	1.6	0.4	0	0.42	0.37	0	1.75	39.22	0	0	5.45
1259	7.57	1.83	53.19	1159.07	206.94	441.64	84.63	83.45	6.16	65.26	145.02	7.11	277.2	217.27	4.5	314.17	361.04
1260	0	0	0	0	0	0	0	0	0	0	0	0	0	0.37	0	0	0
1261	151.22	26.47	8.06	0	0.38	0.35	0.4	14.03	64.34	0.42	11.21	9.93	2.1	5.11	12.18	0.4	14.89
1262	3.92	7.88	2.86	4.39	2.94	2.36	1.6	9.41	6.89	0	0.73	3.06	2.12	1.11	3.96	1.97	0
1263	176.29	567.1	587.13	466.88	1208.34	1781.89	466.88	1159.07	271.48	2193.99	1059.11	802.41	3794.3	669.92	181.28	4328.55	813.63
1264	132900.7	159145.95	79022.82	5913.33	1794.29	6337.83	15392.14	90146.51	154794.07	3103.19	21468.49	114103.8	8022.41	15075.35	234624.45	8598.28	33922.56
1265	1757.34	4010.71	2935.74	2133.97	3103.19	3081.75	3955.48	3467.27	2061.24	3847.29	3443.31	1628.26	5292.48	4181.07	1427.22	7695.57	2720.15
1266	3081.75	4736.79	4123.49	1991	1794.29	2178.83	2935.74	2816.11	3235.01	7803.01	2573.36	6652.97	4358.66	3901.01	3212.66	3794.3	2335.28
1267	1594.73	1250.98	1487.87	1073.91	1457.23	1167.14	2287.2	1167.14	1378.57	1313.23	1059.11	1073.91	656.11	1216.75	1359.57	896.64	1135.2
1268	19.39	43.63	31.45	7.22	17.38	10.47	5.68	27.05	47.17	33.06	19.97	16.75	9.2	15.11	9.34	11.55	4.5
1269	1.75	8.71	10	1.03	16.63	1.01	11.73	32.36	0.44	22.92	24.63	0	0.36	4.7	0	0.4	0.74
1270	13.52	10.08	9.7	1.71	6.26	3.69	5.19	4.35	11.21	9.85	2.14	14.35	27.64	5.87	8.78	5.11	10.96
1271	43.32	74.58	301.33	269.6	22.75	56.68	6.11	75.11	140.04	20.41	39.79	120.1	35	55.1	87.03	28.86	11.21
1272	1950	1819.35	1359.57	85.22	89.51	91.41	351.14	1250.98	1991	73.54	214.27	2468.49	246.28	470.14	1519.15	209.84	432.53
1277	89523.81	12943.04	11112.3	813.63	5791.62	17317.18	1208.34	11909.94	5751.61	2915.45	16045.82	13215.02	5441.3	32540.65	14461.21	9673.69	40621.74
1278	69753.56	16611.71	22225.61	2287.2	10154.69	18304.63	1651	23169.48	10014.87	5441.3	24153.43	16383	11424.74	43236.64	17927.91	23169.48	37121.34
1280	0.44	0	0	2.71	1.1	0	0	0	0	2.46	0	0	1.75	1.83	4.35	0	0.38
1281	82378.63	14361.31	9808.75	1030.12	4481.23	16496.96	1561.89	8901.53	6426.31	2609.3	12589.08	15180.22	3716.2	29943.43	14663.09	7911.95	25887.07
1282	10659.59	4869.99	2758.13	199.85	336.79	669.92	633.73	2591.27	4181.07	587.13	1159.07	5479.15	595.34	2537.92	5517.27	334.46	1331.57
1284	14561.8	7537.18	4543.8	540.19	579.04	1037.29	1001.93	4358.66	6607.01	693.58	2004.85	6935.54	624.99	3614.55	9740.98	583.07	2255.7
1285	57.89	38.67	8.25	22.1	11.13	4.43	5.28	33.54	37.85	4.62	12.09	19.68	21.01	14.03	24.99	12.27	29.06
1286	381.68	163.28	45.53	12	19.25	34.51	8.45	51.35	107.38	6.67	38.12	115.97	13.72	23.08	70.51	13.42	44.25
1287	1216.75	1295.13	1096.5	346.29	454.09	567.1	260.38	1286.18	928.3	149.12	521.76	1340.84	1304.15	988.12	1073.91	1583.71	1417.35
1288	2434.5	2047	1583.71	125.24	205.5	244.57	307.69	1397.83	1572.76	75.64	348.71	2451.44	583.07	780.44	1991	974.5	1104.13
1289	5403.7	1322.37	1059.11	241.19	532.74	934.76	204.07	928.3	791.35	400.71	1397.83	1199.98	728.11	3540.14	1447.15	1191.69	3039.3
1290	2335.28	866.07	753.83	73.03	244.57	438.59	123.5	525.39	642.59	206.94	599.49	921.88	327.56	1295.13	679.29	493.56	684.02
1291	25887.07	15824.9	9945.68	1909.85	3690.52	4671.57	2796.65	11664.82	11035.54	2720.15	11345.82	15607.02	6561.36	12160.22	12160.22	6935.54	10440.2
1292	48307.85	25179.16	18819.27	3039.3	6561.36	6426.31	4802.93	20881.4	23169.48	4419.52	21320.18	26067.14	9215.48	21768.19	29943.43	10808.41	15499.21
1293	17317.18	6337.83	5292.48	334.46	1277.29	1733.13	769.69	4095	5219.6	1208.34	4607.24	6699.25	1870.53	10084.54	5403.7	2627.46	5403.7
1294	62.56	101.54	162.14	529.06	242.88	669.92	1540.37	395.18	41.52	642.59	518.15	81.71	629.35	409.15	147.06	1151.06	579.04
1295	854.13	275.28	389.72	52.45	181.28	131.51	23.93	170.25	547.75	109.66	327.56	122.64	403.5	679.29	420.68	651.58	497
1296	764.36	708.18	435.55	63.45	49.56	64.8	75.64	329.84	698.41	44.57	137.14	305.55	66.18	277.2	909.17	142.01	285.03
1297	8.78	6.21	4.94	1.73	5.92	13.72	4.03	6.36	4.82	5.82	18.43	5.73	267.73	20.86	1.79	148.09	55.1
1298	120.1	176.29	193.01	616.37	170.25	258.57	93.35	353.59	83.45	41.22	258.57	116.78	642.59	111.99	116.78	470.14	297.17
1299	57.89	100.13	61.25	117.6	559.28	82.87	102.25	65.72	46.5	128.79	190.34	94.67	92.7	77.79	48.87	106.63	127
1300	7	1.79	3.66	1.38	1.5	1.03	0.42	1.6	0.45	0	2.48	2.2	2.12	5.82	1.35	5.5	1.85
1301	3.11	0.92	5.32	0	4.46	4.74	0	3.99	1.77	0.44	4.28	2.23	6.31	8.78	0.92	21.94	3.72
